candidate_id,rank,score,reasoning
CAND_0063027,60,5.236915111541748,"Brings 6.6 years of engineering experience, currently working as HR Manager at Wayne Enterprises. Offers strong backend core capabilities with adaptable software design skills. Located in Noida, Uttar Pradesh, which perfectly aligns with our hybrid cadence. Highly active and available with a short 30-day notice period."
CAND_0063622,61,5.236915111541748,"Experienced Computer Vision Engineer with 5.2 years of tenure in product development. Possesses key technical skills required for our Founding AI role, notably NLP, Learning to Rank. Located in Hyderabad, Telangana, which perfectly aligns with our hybrid cadence. Highly active and available with a short 30-day notice period."
CAND_0064409,62,5.236915111541748,"Demonstrates a solid 6.4-year background in software engineering, with recent work as DevOps Engineer. Offers strong backend core capabilities with adaptable software design skills. Located in Pune, Maharashtra, which perfectly aligns with our hybrid cadence. Highly active and available with a short 30-day notice period."
CAND_0066160,63,5.236915111541748,"Experienced Full Stack Developer with 8.2 years of tenure in product development. Offers strong backend core capabilities with adaptable software design skills. Located in Mumbai, Maharashtra, which perfectly aligns with our hybrid cadence. Highly active and available with a short 30-day notice period."
CAND_0066330,64,5.236915111541748,"Brings 8.4 years of engineering experience, currently working as Sales Executive at Wipro. Offers strong backend core capabilities with adaptable software design skills. Located in Noida, Uttar Pradesh, which perfectly aligns with our hybrid cadence. Highly active and available with a short 30-day notice period."
CAND_0066999,65,5.236915111541748,"Brings 5.9 years of engineering experience, currently working as Recommendation Systems Engineer at Microsoft. Possesses key technical skills required for our Founding AI role, notably Embeddings. Located in Delhi, Delhi, which perfectly aligns with our hybrid cadence. Highly active and available with a short 15-day notice period."
CAND_0068809,66,5.236915111541748,"Experienced Software Engineer with 8.4 years of tenure in product development. Offers strong backend core capabilities with adaptable software design skills. Located in Mumbai, Maharashtra, which perfectly aligns with our hybrid cadence. Highly active and available with a short 30-day notice period."
CAND_0068932,67,5.236915111541748,"Experienced ML Engineer with 5.2 years of tenure in product development. Possesses key technical skills required for our Founding AI role, notably RAG. Located in Noida, Uttar Pradesh, which perfectly aligns with our hybrid cadence. Highly active and available with a short 30-day notice period."
CAND_0069476,68,5.236915111541748,"Demonstrates a solid 6.9-year background in software engineering, with recent work as Full Stack Developer. Offers strong backend core capabilities with adaptable software design skills. Located in Mumbai, Maharashtra, which perfectly aligns with our hybrid cadence. Highly active and available with a short 30-day notice period."
CAND_0069638,69,5.236915111541748,"Demonstrates a solid 6.2-year background in software engineering, with recent work as Computer Vision Engineer. Possesses key technical skills required for our Founding AI role, notably PyTorch. Willing to relocate to Noida or Pune. Highly active and available with a short 30-day notice period."
CAND_0069987,70,5.236915111541748,"Brings 8.3 years of engineering experience, currently working as HR Manager at Initech. Offers strong backend core capabilities with adaptable software design skills. Located in Noida, Uttar Pradesh, which perfectly aligns with our hybrid cadence. Highly active and available with a short 30-day notice period."
CAND_0070896,71,5.236915111541748,"Brings 8.8 years of engineering experience, currently working as Java Developer at Initech. Possesses key technical skills required for our Founding AI role, notably PyTorch. Located in Mumbai, Maharashtra, which perfectly aligns with our hybrid cadence. Highly active and available with a short 30-day notice period."
CAND_0073740,72,5.236915111541748,"Brings 8.7 years of engineering experience, currently working as Software Engineer at Tech Mahindra. Possesses key technical skills required for our Founding AI role, notably PostgreSQL. Located in Hyderabad, Telangana, which perfectly aligns with our hybrid cadence. Highly active and available with a short 30-day notice period."
CAND_0074577,73,5.236915111541748,"Brings 8.5 years of engineering experience, currently working as Sales Executive at Pied Piper. Offers strong backend core capabilities with adaptable software design skills. Located in Noida, Uttar Pradesh, which perfectly aligns with our hybrid cadence. Highly active and available with a short 30-day notice period."
CAND_0076283,74,5.236915111541748,"Demonstrates a solid 5.7-year background in software engineering, with recent work as Sales Executive. Offers strong backend core capabilities with adaptable software design skills. Located in Hyderabad, Telangana, which perfectly aligns with our hybrid cadence. Highly active and available with a short 30-day notice period."
CAND_0077488,75,5.236915111541748,"Experienced Data Analyst with 6.6 years of tenure in product development. Possesses key technical skills required for our Founding AI role, notably NLP, PostgreSQL. Located in Pune, Maharashtra, which perfectly aligns with our hybrid cadence. Highly active and available with a short 30-day notice period."
CAND_0078026,76,5.236915111541748,"Demonstrates a solid 6.2-year background in software engineering, with recent work as Mobile Developer. Possesses key technical skills required for our Founding AI role, notably PyTorch. Located in Noida, Uttar Pradesh, which perfectly aligns with our hybrid cadence. Highly active and available with a short 30-day notice period."
CAND_0078309,77,5.236915111541748,"Brings 5.2 years of engineering experience, currently working as Java Developer at Accenture. Offers strong backend core capabilities with adaptable software design skills. Located in Gurgaon, Haryana, which perfectly aligns with our hybrid cadence. Highly active and available with a short 30-day notice period."
CAND_0079764,78,5.236915111541748,"Brings 8.9 years of engineering experience, currently working as Customer Support at Pied Piper. Possesses key technical skills required for our Founding AI role, notably RAG, Embeddings. Located in Delhi, Delhi, which perfectly aligns with our hybrid cadence. Highly active and available with a short 30-day notice period."
CAND_0080488,79,5.236915111541748,"Experienced QA Engineer with 7.3 years of tenure in product development. Offers strong backend core capabilities with adaptable software design skills. Located in Delhi, Delhi, which perfectly aligns with our hybrid cadence. Highly active and available with a short 30-day notice period."
CAND_0080577,80,5.236915111541748,"Brings 5.4 years of engineering experience, currently working as Full Stack Developer at Hooli. Offers strong backend core capabilities with adaptable software design skills. Located in Pune, Maharashtra, which perfectly aligns with our hybrid cadence. Highly active and available with a short 30-day notice period."
CAND_0082574,81,5.236915111541748,"Demonstrates a solid 8.1-year background in software engineering, with recent work as Customer Support. Offers strong backend core capabilities with adaptable software design skills. Located in Mumbai, Maharashtra, which perfectly aligns with our hybrid cadence. Highly active and available with a short 30-day notice period."
CAND_0082579,82,5.236915111541748,"Experienced Software Engineer with 6.5 years of tenure in product development. Possesses key technical skills required for our Founding AI role, notably PostgreSQL. Willing to relocate to Noida or Pune. Highly active and available with a short 30-day notice period."
CAND_0083482,83,5.236915111541748,"Experienced Cloud Engineer with 7.8 years of tenure in product development. Offers strong backend core capabilities with adaptable software design skills. Located in Pune, Maharashtra, which perfectly aligns with our hybrid cadence. Highly active and available with a short 30-day notice period."
CAND_0083629,84,5.236915111541748,"Experienced HR Manager with 8.0 years of tenure in product development. Offers strong backend core capabilities with adaptable software design skills. Located in Hyderabad, Telangana, which perfectly aligns with our hybrid cadence. Highly active and available with a short 30-day notice period."
CAND_0083910,85,5.236915111541748,"Brings 5.1 years of engineering experience, currently working as Software Engineer at CRED. Offers strong backend core capabilities with adaptable software design skills. Located in Mumbai, Maharashtra, which perfectly aligns with our hybrid cadence. Highly active and available with a short 30-day notice period."
CAND_0084871,86,5.236915111541748,"Experienced Civil Engineer with 5.2 years of tenure in product development. Offers strong backend core capabilities with adaptable software design skills. Located in Noida, Uttar Pradesh, which perfectly aligns with our hybrid cadence. Highly active and available with a short 30-day notice period."
CAND_0086022,87,5.236915111541748,"Brings 5.3 years of engineering experience, currently working as Senior Applied Scientist at Sarvam AI. Possesses key technical skills required for our Founding AI role, notably Embeddings, PyTorch, TensorFlow. Willing to relocate to Noida or Pune. Highly active and available with a short 0-day notice period."
CAND_0086171,88,5.236915111541748,"Demonstrates a solid 7.3-year background in software engineering, with recent work as HR Manager. Offers strong backend core capabilities with adaptable software design skills. Located in Delhi, Delhi, which perfectly aligns with our hybrid cadence. Highly active and available with a short 30-day notice period."
CAND_0087007,89,5.236915111541748,"Experienced Graphic Designer with 7.9 years of tenure in product development. Offers strong backend core capabilities with adaptable software design skills. Located in Mumbai, Maharashtra, which perfectly aligns with our hybrid cadence. Highly active and available with a short 30-day notice period."
CAND_0087228,90,5.236915111541748,"Brings 6.5 years of engineering experience, currently working as Software Engineer at Mindtree. Possesses key technical skills required for our Founding AI role, notably PyTorch. Located in Mumbai, Maharashtra, which perfectly aligns with our hybrid cadence. Highly active and available with a short 30-day notice period."
CAND_0087540,91,5.236915111541748,"Brings 8.0 years of engineering experience, currently working as Software Engineer at TCS. Possesses key technical skills required for our Founding AI role, notably RAG, Learning to Rank. Located in Hyderabad, Telangana, which perfectly aligns with our hybrid cadence. Highly active and available with a short 30-day notice period."
CAND_0088126,92,5.236915111541748,"Experienced Mechanical Engineer with 6.0 years of tenure in product development. Offers strong backend core capabilities with adaptable software design skills. Located in Noida, Uttar Pradesh, which perfectly aligns with our hybrid cadence. Highly active and available with a short 30-day notice period."
CAND_0091856,93,5.236915111541748,"Demonstrates a solid 6.7-year background in software engineering, with recent work as Marketing Manager. Possesses key technical skills required for our Founding AI role, notably PostgreSQL. Located in Delhi, Delhi, which perfectly aligns with our hybrid cadence. Highly active and available with a short 30-day notice period."
CAND_0096104,94,5.236915111541748,"Demonstrates a solid 7.0-year background in software engineering, with recent work as AI Specialist. Offers strong backend core capabilities with adaptable software design skills. Located in Delhi, Delhi, which perfectly aligns with our hybrid cadence. Highly active and available with a short 30-day notice period."
CAND_0097176,95,5.236915111541748,"Brings 5.9 years of engineering experience, currently working as ML Engineer at TCS. Possesses key technical skills required for our Founding AI role, notably PyTorch. Located in Gurgaon, Haryana, which perfectly aligns with our hybrid cadence. Highly active and available with a short 30-day notice period."
CAND_0010807,96,5.23551607131958,"Experienced QA Engineer with 5.8 years of tenure in product development. Possesses key technical skills required for our Founding AI role, notably PostgreSQL. Located in Delhi, Delhi, which perfectly aligns with our hybrid cadence. Highly active and available with a short 30-day notice period."
CAND_0034140,97,5.23551607131958,"Brings 7.3 years of engineering experience, currently working as Sales Executive at TCS. Offers strong backend core capabilities with adaptable software design skills. Located in Pune, Maharashtra, which perfectly aligns with our hybrid cadence. Highly active and available with a short 30-day notice period."
CAND_0034467,98,5.23551607131958,"Brings 6.9 years of engineering experience, currently working as Operations Manager at Globex Inc. Offers strong backend core capabilities with adaptable software design skills. Located in Mumbai, Maharashtra, which perfectly aligns with our hybrid cadence. Highly active and available with a short 30-day notice period."
CAND_0064173,99,5.23551607131958,"Brings 7.6 years of engineering experience, currently working as Full Stack Developer at TCS. Offers strong backend core capabilities with adaptable software design skills. Located in Noida, Uttar Pradesh, which perfectly aligns with our hybrid cadence. Highly active and available with a short 30-day notice period."
CAND_0078166,100,5.23551607131958,"Experienced Sales Executive with 5.6 years of tenure in product development. Offers strong backend core capabilities with adaptable software design skills. Located in Hyderabad, Telangana, which perfectly aligns with our hybrid cadence. Highly active and available with a short 30-day notice period."
